,All Out 50s,All Out 60s,All Out 70s,All Out 80s,All Out 90s,All Out 00s,All Out 10s,US Top 50,Top_Male_Artists_of_2018,Top_Female_Artists_of_2018,Eminem,Beatles,Prince,Nina Simone,Lady Gaga,Justin Bieber,John Mayer,Depeche Mode,Ed Sheeran,Aretha Franklin,Ed Sheeran,Adele,Tom Petty,Metallica,Madonna,Stevie Wonder,Earth Wind And Fire,Drake,Elton John,Radiohead,Kendrick_Lamar,Frank_Sinatra,Red Hot Chili Peppers,Michael Buble,Beyonce,John Legend,ACDC,All Playlists
fifty-eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
fangs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
brim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
"""speed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
treble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
mids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
sneezed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
beyoncé?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0
paris?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0
beyoncé!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
partition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
'yoncé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
mascara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
smudged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
horny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
buttons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
blouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
monica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
lewinsky-ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
betta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
footprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
grips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
blasting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
eavesdropping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
hello!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
est-ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
aimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0
sexe?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0
sexe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0
dire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
l'activité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
physique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
coït.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
ça?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
t'intéresses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
hommes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
féministes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
détestent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
activité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
très,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
stimulante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
naturelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
femmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
adorent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
barefoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,4.0
favourite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
whispered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
shares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
1+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
andré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
schoolin',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
booklet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,5.0
lemonade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
blake/published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
wb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,108.0
corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,,123.0
ascap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,,162.0
obo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,75.0
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,69.0
administered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,78.0
crop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
sony/atb/produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
garett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
beyoncé/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
beyoncé/mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,66.0
stuart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,45.0
white/second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,75.0
ramon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,30.0
rivas/assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
cranfield/piano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
garrett/jupiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
blake/strings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,30.0
gorfain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,12.0
daphane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
charlie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
bisharat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
josefina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
vergara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
songa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
marisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
kuney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
neel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
susan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
chatman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
katie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
sloan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
wickman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
donlinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
glenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
ina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
veli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
gina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
kronstagy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
yelena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
yegoryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
radu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
pieptea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
alforque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
serena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
mckinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
leah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
katz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
alma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
rodney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
briana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
bandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
bulbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
dodd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
krovoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
ira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
glansbeek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
vanessa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
fairbairn-smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
adrienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
denise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
briese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
geoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
osika/orchestrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
gorfain/string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
arrangement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,15.0
brion/strings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
keyboards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,15.0
engineered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,12.0
greg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
koller/protools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
editing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
caudieux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
henson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,93.0
angeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,39.0
ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,108.0
burbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,12.0
ca/recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
ca/pacifique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,51.0
arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,24.0
chambazyan/mastered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
kutch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,33.0
mastering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,33.0
palaace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
nyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,30.0
pacifique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,69.0
sutdios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
wesley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
pentz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
ezra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
koenig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
emile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
haynie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
joshua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,15.0
tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
uzoechi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
emenike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
p/k/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
melo-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
pomus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
schuman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
deandre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
randolph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,12.0
kelvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
mcconnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
brian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,2.0,8.0
karen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
orzolek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
zinner/published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
llc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,33.0
turtles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
reggae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
co-op,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
corp./heavycrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
warner/chappell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
prs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
meloxtra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
bmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,105.0
unichappell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,39.0
tell'em,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
emi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
blackwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
inc./,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
publishing/big-n-mage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
chrysalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
ltd/bmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
bmi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,15.0
bmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,30.0
llc/produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
koenig/vocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
beyoncé/background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
melo-x/guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
blender/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
programming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,21.0
blender/mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
white/assisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
shacter/second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
cranfield/recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
angelous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
ca/mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
hollywoodca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
contains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,21.0
elements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
morth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
shuman.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,48.0
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
associates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
embodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
"""turn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
mcconnell.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
inc./disaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
zinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
"""wynter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
bonham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
kyrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
albion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
ascap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
reserved./produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
beyoncé/co-produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
dixie/vocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
amanfu/recorded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
vance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
v.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
smith/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
overdubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
smith/second,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
rivas/bass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
white/drums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
patrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,12.0
keeler/hammond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
cranfield/mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
white/assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
cranfield/strings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
daphne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
dondlinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
kronstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
osika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0
makr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
watrous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
fats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
kaplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
lindsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
smith-trestle/orchestrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
koller/additional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
dixie/protools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
editing/recording,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
smith/additional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
instrumentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,12.0
lester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
skip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
saylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
northridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0
city/mixed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
chambazyan/additional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
assisting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
spear/mastered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0
